ID,StartDate,EndDate,Duration (in seconds),Finished,UserLanguage,Consent,homophobia.5-pAction,homophobia.6-pAction,homophobia.7-pAction,homophobia.8-pAction,homophobia.13-pAction,homophobia.14-pAction,homophobia.15-pAction,homophobia.16-pAction,homophobia.16-agreement,Gender,Age
238,2026-02-18 22:07:54,2026-02-18 22:11:35,220,1,EN-GB,1,,,13,,,,,,,2,23
239,2026-02-18 22:09:55,2026-02-18 22:11:36,101,1,EN-GB,1,13,,,,,,,,,1,22
240,2026-02-18 22:10:19,2026-02-18 22:11:37,78,1,EN-GB,1,,,,,,,8,,,2,47
241,2026-02-18 22:10:13,2026-02-18 22:11:38,84,1,EN-GB,1,,,,,,,,1,13,2,42
242,2026-02-18 22:08:53,2026-02-18 22:11:47,173,1,EN-GB,1,8,,,,,,,,,1,28
243,2026-02-18 22:09:30,2026-02-18 22:11:49,139,1,EN-GB,1,,,,,,,,1,13,2,41
244,2026-02-18 22:10:08,2026-02-18 22:12:01,113,1,EN-GB,1,13,,,,,,,,,2,76
245,2026-02-18 22:10:22,2026-02-18 22:12:10,107,1,EN-GB,1,,,,,11,,,,,1,62
246,2026-02-18 22:07:50,2026-02-18 22:12:10,259,1,EN-GB,1,,,,,,,13,,,2,36
247,2026-02-18 22:10:31,2026-02-18 22:12:15,103,1,EN-GB,1,,,,4,,,,,,2,22
248,2026-02-18 22:07:21,2026-02-18 22:12:19,298,1,EN-GB,1,,1,,,,,,,,2,64
249,2026-02-18 22:10:53,2026-02-18 22:12:28,94,1,EN-GB,1,,,11,,,,,,,1,49
250,2026-02-18 22:08:13,2026-02-18 22:12:35,262,1,EN-GB,1,,,,,,,,1,6,1,48
251,2026-02-18 22:10:27,2026-02-18 22:12:36,129,1,EN-GB,1,,,,,8,,,,,1,69
252,2026-02-18 22:10:24,2026-02-18 22:12:42,138,1,EN-GB,1,9,,,,,,,,,1,24
253,2026-02-18 22:10:39,2026-02-18 22:12:45,126,1,EN-GB,1,,,,,,,7,,,1,45
254,2026-02-18 22:10:32,2026-02-18 22:12:45,133,1,EN-GB,1,,,,,,2,,,,2,47
255,2026-02-18 22:11:28,2026-02-18 22:12:50,82,1,EN-GB,1,,,,3,,,,,,1,51
256,2026-02-18 22:11:46,2026-02-18 22:12:55,69,1,EN-GB,1,,,,,,1,,,,2,46
257,2026-02-18 22:11:43,2026-02-18 22:13:01,77,1,EN-GB,1,,,,,12,,,,,2,34
258,2026-02-18 22:11:32,2026-02-18 22:13:08,96,1,EN-GB,1,,,,,,,,1,13,1,30
259,2026-02-18 22:11:59,2026-02-18 22:13:09,69,1,EN-GB,1,,,,1,,,,,,2,52
260,2026-02-18 22:11:07,2026-02-18 22:13:11,123,1,EN-GB,1,,1,,,,,,,,2,65
261,2026-02-18 22:11:09,2026-02-18 22:13:19,130,1,EN-GB,1,,,9,,,,,,,2,33
262,2026-02-18 22:05:37,2026-02-18 22:13:21,463,1,EN-GB,1,8,,,,,,,,,2,60
263,2026-02-18 22:11:12,2026-02-18 22:13:24,132,1,EN-GB,1,,,,1,,,,,,1,52
264,2026-02-18 22:07:57,2026-02-18 22:13:24,327,1,EN-GB,1,,,,3,,,,,,2,25
265,2026-02-18 22:11:19,2026-02-18 22:13:28,129,1,EN-GB,1,,,13,,,,,,,2,40
266,2026-02-18 22:12:20,2026-02-18 22:13:28,68,1,EN-GB,1,,,,,,2,,,,2,38
267,2026-02-18 22:12:02,2026-02-18 22:13:30,87,1,EN-GB,1,,,,,,,,1,13,1,28
268,2026-02-18 22:11:58,2026-02-18 22:13:51,113,1,EN-GB,1,9,,,,,,,,,2,37
269,2026-02-18 22:11:22,2026-02-18 22:13:54,151,1,EN-GB,1,,,,,,,12,,,2,65
270,2026-02-18 22:11:38,2026-02-18 22:13:55,137,1,EN-GB,1,,,,,13,,,,,2,32
271,2026-02-18 22:12:35,2026-02-18 22:13:58,83,1,EN-GB,1,,1,,,,,,,,1,58
272,2026-02-18 22:12:46,2026-02-18 22:14:02,75,1,EN-GB,1,,1,,,,,,,,1,42
273,2026-02-18 22:12:13,2026-02-18 22:14:05,111,1,EN-GB,1,,,10,,,,,,,1,64
274,2026-02-18 22:12:22,2026-02-18 22:14:11,108,1,EN-GB,1,,,,,11,,,,,2,54
275,2026-02-18 22:11:54,2026-02-18 22:14:11,136,1,EN-GB,1,,,,1,,,,,,2,45
276,2026-02-18 22:12:38,2026-02-18 22:14:12,94,1,EN-GB,1,,,11,,,,,,,1,71
277,2026-02-18 22:07:11,2026-02-18 22:14:12,421,1,EN-GB,1,,,,,,,7,,,1,22
278,2026-02-18 22:10:58,2026-02-18 22:14:15,197,1,EN-GB,1,,,,,,,12,,,1,43
279,2026-02-18 22:12:26,2026-02-18 22:14:26,120,1,EN-GB,1,,,,,,,10,,,2,55
280,2026-02-18 22:12:46,2026-02-18 22:14:46,120,1,EN-GB,1,12,,,,,,,,,1,31
281,2026-02-18 22:13:46,2026-02-18 22:14:47,60,1,EN-GB,1,,,,1,,,,,,1,24
282,2026-02-18 22:10:40,2026-02-18 22:14:48,247,1,EN-GB,1,,,,,,,,1,9,1,52
283,2026-02-18 22:13:55,2026-02-18 22:14:51,56,1,EN-GB,1,10,,,,,,,,,1,30
284,2026-02-18 22:10:38,2026-02-18 22:14:55,257,1,EN-GB,1,,,,,,1,,,,1,24
285,2026-02-18 22:13:10,2026-02-18 22:15:00,110,1,EN-GB,1,,,,,,2,,,,1,27
286,2026-02-18 22:11:16,2026-02-18 22:15:04,227,1,EN-GB,1,,,,,,,,1,13,1,45
287,2026-02-18 22:14:23,2026-02-18 22:15:08,44,1,EN-GB,1,,,,,10,,,,,2,23
288,2026-02-18 22:14:05,2026-02-18 22:15:16,70,1,EN-GB,1,,1,,,,,,,,2,27
289,2026-02-18 22:13:11,2026-02-18 22:15:24,132,1,EN-GB,1,,,10,,,,,,,2,29
290,2026-02-18 22:12:47,2026-02-18 22:15:38,170,1,EN-GB,1,,,,,,,,1,13,2,39
291,2026-02-18 22:14:00,2026-02-18 22:15:38,97,1,EN-GB,1,,,,,13,,,,,3,31
292,2026-02-18 22:14:17,2026-02-18 22:15:41,83,1,EN-GB,1,,,13,,,,,,,2,45
293,2026-02-18 22:14:28,2026-02-18 22:15:49,80,1,EN-GB,1,,,,,,,9,,,2,38
294,2026-02-18 22:14:15,2026-02-18 22:15:50,94,1,EN-GB,1,,,,1,,,,,,1,31
295,2026-02-18 22:13:53,2026-02-18 22:15:54,121,1,EN-GB,1,13,,,,,,,,,1,65
296,2026-02-18 22:14:27,2026-02-18 22:16:04,97,1,EN-GB,1,,,,,,1,,,,2,25
297,2026-02-18 22:14:55,2026-02-18 22:16:09,74,1,EN-GB,1,,3,,,,,,,,2,43
298,2026-02-18 22:14:47,2026-02-18 22:16:19,91,1,EN-GB,1,,,,1,,,,,,2,57
299,2026-02-18 22:13:11,2026-02-18 22:16:27,196,1,EN-GB,1,,,,,,1,,,,2,38
300,2026-02-18 22:13:56,2026-02-18 22:16:32,156,1,EN-GB,1,,,,,,,,1,13,1,63
301,2026-02-18 22:14:54,2026-02-18 22:16:34,100,1,EN-GB,1,,,,,,1,,,,1,21
302,2026-02-18 22:13:01,2026-02-18 22:16:37,215,1,EN-GB,1,,,,,,,11,,,1,52
303,2026-02-18 22:14:59,2026-02-18 22:16:42,103,1,EN-GB,1,,,,,,1,,,,1,38
304,2026-02-18 22:13:14,2026-02-18 22:16:53,218,1,EN-GB,1,,1,,,,,,,,1,69
305,2026-02-18 22:14:54,2026-02-18 22:16:56,122,1,EN-GB,1,,,,,11,,,,,2,29
306,2026-02-18 22:15:22,2026-02-18 22:16:59,97,1,EN-GB,1,11,,,,,,,,,1,51
307,2026-02-18 22:15:46,2026-02-18 22:16:59,72,1,EN-GB,1,,,,,,,8,,,2,51
308,2026-02-18 22:14:50,2026-02-18 22:17:13,143,1,EN-GB,1,,,,2,,,,,,1,23
309,2026-02-18 22:14:55,2026-02-18 22:17:35,160,1,EN-GB,1,,,,,,,,1,13,1,58
310,2026-02-18 22:15:10,2026-02-18 22:17:43,152,1,EN-GB,1,,,10,,,,,,,1,62
311,2026-02-18 22:15:59,2026-02-18 22:17:45,105,1,EN-GB,1,,1,,,,,,,,2,42
312,2026-02-18 22:16:37,2026-02-18 22:17:47,70,1,EN-GB,1,,,,,11,,,,,1,50
313,2026-02-18 22:16:27,2026-02-18 22:18:00,93,1,EN-GB,1,,,,1,,,,,,1,63
314,2026-02-18 22:16:22,2026-02-18 22:18:17,114,1,EN-GB,1,,,,,,,10,,,1,51
315,2026-02-18 22:16:37,2026-02-18 22:18:26,109,1,EN-GB,1,,,,,,1,,,,1,42
316,2026-02-18 22:15:06,2026-02-18 22:18:38,211,1,EN-GB,1,,,,,,,,2,9,2,43
317,2026-02-18 22:13:23,2026-02-18 22:19:16,353,1,EN-GB,1,,,11,,,,,,,2,37
318,2026-02-18 22:17:05,2026-02-18 22:19:17,132,1,EN-GB,1,,,,,,,,1,13,1,32
319,2026-02-18 22:17:53,2026-02-18 22:19:23,89,1,EN-GB,1,,,10,,,,,,,2,25
320,2026-02-18 22:18:30,2026-02-18 22:19:35,65,1,EN-GB,1,11,,,,,,,,,1,39
321,2026-02-18 22:18:10,2026-02-18 22:19:45,95,1,EN-GB,1,13,,,,,,,,,2,32
322,2026-02-18 22:17:34,2026-02-18 22:19:57,143,1,EN-GB,1,,,,,4,,,,,2,34
323,2026-02-18 22:18:05,2026-02-18 22:19:59,114,1,EN-GB,1,13,,,,,,,,,2,36
324,2026-02-18 22:17:43,2026-02-18 22:20:02,139,1,EN-GB,1,,1,,,,,,,,1,28
325,2026-02-18 22:18:26,2026-02-18 22:20:18,112,1,EN-GB,1,,,,,,,13,,,1,21
326,2026-02-18 22:19:01,2026-02-18 22:20:21,79,1,EN-GB,1,,,,1,,,,,,1,31
327,2026-02-18 22:04:29,2026-02-18 22:20:57,987,1,EN-GB,1,13,,,,,,,,,1,38
328,2026-02-18 22:21:11,2026-02-18 22:22:12,60,1,EN-GB,1,,,,,11,,,,,1,28
329,2026-02-18 22:19:52,2026-02-18 22:22:12,140,1,EN-GB,1,,,,,,,,1,13,1,57
330,2026-02-18 22:21:00,2026-02-18 22:22:33,92,1,EN-GB,1,,1,,,,,,,,2,39
331,2026-02-18 22:21:38,2026-02-18 22:22:41,62,1,EN-GB,1,,,,,,1,,,,2,55
332,2026-02-18 22:21:32,2026-02-18 22:22:41,69,1,EN-GB,1,,,,,,1,,,,2,37
333,2026-02-18 22:22:03,2026-02-18 22:22:56,52,1,EN-GB,1,,1,,,,,,,,2,29
334,2026-02-18 22:18:07,2026-02-18 22:23:21,314,1,EN-GB,1,,,,1,,,,,,1,29
335,2026-02-18 22:20:32,2026-02-18 22:23:24,171,1,EN-GB,1,,,10,,,,,,,1,33
336,2026-02-18 22:22:18,2026-02-18 22:23:39,80,1,EN-GB,1,,,,,,,8,,,2,55
337,2026-02-18 22:20:22,2026-02-18 22:24:05,222,1,EN-GB,1,,,,,13,,,,,1,57
338,2026-02-18 22:22:41,2026-02-18 22:24:09,88,1,EN-GB,1,,,,,,,,2,12,2,40
339,2026-02-18 22:23:16,2026-02-18 22:24:33,77,1,EN-GB,1,,,,,,,11,,,2,50
340,2026-02-18 22:22:21,2026-02-18 22:24:35,134,1,EN-GB,1,,,12,,,,,,,1,41
341,2026-02-18 22:22:58,2026-02-18 22:25:05,127,1,EN-GB,1,,,,,9,,,,,1,49
342,2026-02-18 22:24:08,2026-02-18 22:25:07,59,1,EN-GB,1,,,10,,,,,,,2,34
343,2026-02-18 22:23:41,2026-02-18 22:25:38,117,1,EN-GB,1,,,,,,2,,,,1,45
344,2026-02-18 22:23:42,2026-02-18 22:25:48,126,1,EN-GB,1,8,,,,,,,,,2,40
345,2026-02-18 22:24:17,2026-02-18 22:26:30,133,1,EN-GB,1,,2,,,,,,,,1,54
346,2026-02-18 22:25:13,2026-02-18 22:26:49,96,1,EN-GB,1,,,,10,,,,,,2,46
347,2026-02-18 22:25:05,2026-02-18 22:26:51,105,1,EN-GB,1,,,,7,,,,,,2,33
348,2026-02-18 22:24:45,2026-02-18 22:27:06,140,1,EN-GB,1,,,,,,,,1,13,1,49
349,2026-02-18 22:25:49,2026-02-18 22:27:09,80,1,EN-GB,1,9,,,,,,,,,1,32
350,2026-02-18 22:25:48,2026-02-18 22:27:21,93,1,EN-GB,1,,,,,,1,,,,1,50
351,2026-02-18 22:24:08,2026-02-18 22:28:52,284,1,EN-GB,1,,,10,,,,,,,1,83
352,2026-02-18 22:26:59,2026-02-18 22:29:07,127,1,EN-GB,1,,,,,11,,,,,2,38
353,2026-02-18 22:28:07,2026-02-18 22:29:24,76,1,EN-GB,1,,1,,,,,,,,1,35
354,2026-02-18 22:24:33,2026-02-18 22:29:58,324,1,EN-GB,1,,3,,,,,,,,1,26
355,2026-02-18 22:29:24,2026-02-18 22:30:05,41,1,EN-GB,1,13,,,,,,,,,2,34
356,2026-02-18 22:28:48,2026-02-18 22:30:09,80,1,EN-GB,1,,,,,12,,,,,2,27
357,2026-02-18 22:27:30,2026-02-18 22:31:00,209,1,EN-GB,1,,,,,,,,7,1,1,25
358,2026-02-18 22:22:05,2026-02-18 22:31:03,538,1,EN-GB,1,,,,,,,7,,,1,35
359,2026-02-18 22:29:58,2026-02-18 22:31:09,70,1,EN-GB,1,,,,,,1,,,,1,37
360,2026-02-18 22:30:45,2026-02-18 22:31:13,27,1,EN-GB,1,,,,9,,,,,,1,37
361,2026-02-18 22:30:23,2026-02-18 22:31:51,87,1,EN-GB,1,,,,,,,11,,,2,41
362,2026-02-18 22:30:43,2026-02-18 22:32:19,95,1,EN-GB,1,,,,,7,,,,,2,47
363,2026-02-18 22:30:38,2026-02-18 22:32:38,119,1,EN-GB,1,,,8,,,,,,,1,37
364,2026-02-18 22:31:49,2026-02-18 22:32:39,49,1,EN-GB,1,,,,,,1,,,,2,40
365,2026-02-18 22:29:33,2026-02-18 22:33:34,241,1,EN-GB,1,,,,,,,,2,11,1,46
366,2026-02-18 22:32:28,2026-02-18 22:33:36,68,1,EN-GB,1,,1,,,,,,,,1,19
367,2026-02-18 22:32:48,2026-02-18 22:33:52,63,1,EN-GB,1,,,7,,,,,,,2,30
368,2026-02-18 22:32:30,2026-02-18 22:33:59,89,1,EN-GB,1,11,,,,,,,,,2,35
369,2026-02-18 22:32:31,2026-02-18 22:34:23,111,1,EN-GB,1,,,,,,,,1,12,2,42
370,2026-02-18 22:33:06,2026-02-18 22:35:32,146,1,EN-GB,1,,,,1,,,,,,2,44
371,2026-02-18 22:30:15,2026-02-18 22:36:33,377,1,EN-GB,1,,,,,,,10,,,1,45
372,2026-02-18 22:35:58,2026-02-18 22:37:51,113,1,EN-GB,1,,,,,,,7,,,2,31
373,2026-02-18 22:34:58,2026-02-18 22:39:12,254,1,EN-GB,1,,1,,,,,,,,1,79
374,2026-02-18 22:37:58,2026-02-18 22:39:14,75,1,EN-GB,1,11,,,,,,,,,2,33
375,2026-02-18 22:37:57,2026-02-18 22:39:16,79,1,EN-GB,1,,,,1,,,,,,2,54
376,2026-02-18 22:36:31,2026-02-18 22:39:33,181,1,EN-GB,1,,,,,,,,2,11,1,39
377,2026-02-18 22:38:23,2026-02-18 22:40:07,103,1,EN-GB,1,,,,,11,,,,,1,21
378,2026-02-18 22:37:45,2026-02-18 22:40:08,142,1,EN-GB,1,,,11,,,,,,,2,40
379,2026-02-18 22:40:24,2026-02-18 22:41:26,61,1,EN-GB,1,,,,,9,,,,,1,37
380,2026-02-18 22:40:40,2026-02-18 22:41:27,46,1,EN-GB,1,,,,,,1,,,,2,36
381,2026-02-18 22:40:51,2026-02-18 22:42:02,70,1,EN-GB,1,,,,,,,7,,,2,31
382,2026-02-18 22:40:34,2026-02-18 22:42:07,92,1,EN-GB,1,,1,,,,,,,,1,47
383,2026-02-18 22:39:23,2026-02-18 22:42:42,198,1,EN-GB,1,,,,1,,,,,,2,34
384,2026-02-18 22:40:31,2026-02-18 22:43:18,167,1,EN-GB,1,,,,,10,,,,,2,41
385,2026-02-18 22:42:23,2026-02-18 22:43:56,92,1,EN-GB,1,,,,,,,,1,13,2,31
386,2026-02-18 22:44:15,2026-02-18 22:45:21,65,1,EN-GB,1,,,,,,1,,,,2,60
387,2026-02-18 22:46:28,2026-02-18 22:48:27,119,1,EN-GB,1,12,,,,,,,,,1,46
388,2026-02-18 22:52:32,2026-02-18 22:54:36,124,1,EN-GB,1,,,10,,,,,,,2,28
389,2026-02-18 22:54:33,2026-02-18 22:55:32,59,1,EN-GB,1,,,10,,,,,,,1,51
390,2026-02-18 22:56:22,2026-02-18 22:58:19,117,1,EN-GB,1,,1,,,,,,,,2,40
391,2026-02-18 22:57:06,2026-02-18 22:58:24,78,1,EN-GB,1,,,,,,,,7,12,2,46
392,2026-02-18 22:59:29,2026-02-18 23:00:48,79,1,EN-GB,1,10,,,,,,,,,2,27
393,2026-02-18 22:58:46,2026-02-18 23:02:01,195,1,EN-GB,1,,,,,,,10,,,1,31
394,2026-02-18 23:02:35,2026-02-18 23:05:42,186,1,EN-GB,1,,,,1,,,,,,2,39
395,2026-02-18 23:15:28,2026-02-18 23:16:09,41,1,EN-GB,1,,,,,,1,,,,2,26
396,2026-02-18 23:16:48,2026-02-18 23:17:47,58,1,EN-GB,1,,,,,7,,,,,2,48
397,2026-02-18 23:18:47,2026-02-18 23:20:15,88,1,EN-GB,1,,1,,,,,,,,2,37
398,2026-02-18 23:18:34,2026-02-18 23:20:26,112,1,EN-GB,1,,,7,,,,,,,1,42
399,2026-02-18 23:30:37,2026-02-18 23:32:03,86,1,EN-GB,1,12,,,,,,,,,1,65
400,2026-02-18 21:58:56,2026-02-18 21:59:20,24,0,EN-GB,1,,,,,,,,,,,
401,2026-02-18 21:59:28,2026-02-18 22:00:07,39,0,EN-GB,1,,,,,,,,,,,
402,2026-02-18 22:00:17,2026-02-18 22:01:01,44,0,EN-GB,1,,,,,,,,,,,
403,2026-02-18 22:05:53,2026-02-18 22:06:50,57,0,EN-GB,1,,,,,,,,,,,
404,2026-02-18 22:16:16,2026-02-18 22:20:51,274,0,EN-GB,1,,,,,,,,,,,
405,2026-02-18 22:20:17,2026-02-18 22:21:19,62,0,EN-GB,1,,,,,,,,,,,
